"seq","age","workclass","education","educational.num","marital.status","race","gender","hours.per.week","income"
"28419",42,"Federal-gov","HS-grad",9,"Divorced","White","Female",40,"<=50K"
"28420",43,"Private","HS-grad",9,"Married-civ-spouse","White","Female",50,">50K"
"28421",34,"Private","Assoc-acdm",12,"Never-married","Black","Female",40,"<=50K"
"28422",55,"Self-emp-inc","Masters",14,"Married-civ-spouse","White","Male",60,"<=50K"
"28423",22,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"28424",39,"Private","Some-college",10,"Divorced","White","Female",60,"<=50K"
"28425",50,"Self-emp-not-inc","Bachelors",13,"Married-civ-spouse","White","Male",35,"<=50K"
"28426",47,"Local-gov","Some-college",10,"Married-civ-spouse","White","Male",40,">50K"
"28427",25,"Private","Bachelors",13,"Never-married","White","Female",20,"<=50K"
"28428",52,"Private","11th",7,"Divorced","White","Female",20,"<=50K"
"28429",30,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"28430",37,"Self-emp-not-inc","HS-grad",9,"Divorced","White","Male",50,"<=50K"
"28431",73,"Self-emp-inc","HS-grad",9,"Married-civ-spouse","White","Male",20,"<=50K"
"28432",50,"Private","7th-8th",4,"Divorced","White","Male",60,"<=50K"
"28433",34,"Private","Some-college",10,"Married-civ-spouse","White","Male",45,"<=50K"
"28434",24,"Private","Assoc-acdm",12,"Never-married","Black","Male",40,"<=50K"
"28435",66,"Private","Some-college",10,"Married-civ-spouse","White","Male",24,">50K"
"28436",22,"Private","HS-grad",9,"Never-married","White","Male",55,"<=50K"
"28437",69,"Local-gov","10th",6,"Married-civ-spouse","White","Male",25,"<=50K"
"28438",23,"Private","HS-grad",9,"Never-married","White","Male",40,"<=50K"
"28439",55,"Private","Bachelors",13,"Widowed","White","Female",40,"<=50K"
"28440",35,"Private","Some-college",10,"Widowed","White","Female",30,"<=50K"
"28441",20,"Private","Some-college",10,"Never-married","White","Female",35,"<=50K"
"28442",70,"Self-emp-inc","Some-college",10,"Married-civ-spouse","White","Male",20,">50K"
"28443",54,"Private","Assoc-voc",11,"Married-civ-spouse","White","Male",40,">50K"
"28444",34,"Private","HS-grad",9,"Never-married","Asian-Pac-Islander","Male",40,"<=50K"
"28445",38,"State-gov","Doctorate",16,"Married-civ-spouse","White","Male",45,">50K"
"28446",33,"Private","7th-8th",4,"Divorced","White","Male",40,"<=50K"
"28447",43,"Private","HS-grad",9,"Separated","White","Female",26,"<=50K"
"28448",60,"Self-emp-inc","Some-college",10,"Married-civ-spouse","White","Male",40,"<=50K"
"28449",81,"Self-emp-not-inc","Bachelors",13,"Widowed","White","Female",3,"<=50K"
"28450",32,"Self-emp-not-inc","HS-grad",9,"Married-civ-spouse","White","Male",55,"<=50K"
"28451",34,"Private","HS-grad",9,"Married-civ-spouse","White","Male",45,"<=50K"
"28452",46,"Self-emp-not-inc","Masters",14,"Never-married","White","Male",25,"<=50K"
"28453",30,"State-gov","Some-college",10,"Never-married","Amer-Indian-Eskimo","Male",84,"<=50K"
"28454",29,"Private","Some-college",10,"Married-civ-spouse","White","Male",40,"<=50K"
"28455",51,"Private","HS-grad",9,"Married-civ-spouse","White","Male",60,"<=50K"
"28456",31,"Private","7th-8th",4,"Never-married","White","Male",25,"<=50K"
"28457",36,"Federal-gov","HS-grad",9,"Never-married","Black","Female",36,"<=50K"
"28458",23,"Private","Some-college",10,"Never-married","Black","Male",22,"<=50K"
"28459",35,"Private","HS-grad",9,"Married-civ-spouse","White","Male",30,"<=50K"
"28460",28,"Local-gov","Masters",14,"Never-married","White","Female",40,"<=50K"
"28461",33,"State-gov","Bachelors",13,"Married-civ-spouse","White","Male",40,">50K"
"28462",40,"Private","Some-college",10,"Married-civ-spouse","White","Male",40,"<=50K"
"28463",27,"Private","Some-college",10,"Married-civ-spouse","White","Male",45,"<=50K"
"28464",38,"Self-emp-inc","HS-grad",9,"Married-civ-spouse","White","Male",40,">50K"
"28465",47,"Private","Assoc-voc",11,"Divorced","White","Female",40,"<=50K"
"28466",25,"Private","Some-college",10,"Married-civ-spouse","Black","Female",56,">50K"
"28467",45,"Private","Bachelors",13,"Married-civ-spouse","White","Male",50,">50K"
"28468",38,"Private","Some-college",10,"Never-married","Black","Female",40,"<=50K"
"28469",65,"Local-gov","Some-college",10,"Never-married","Black","Female",40,"<=50K"
"28470",30,"Private","Assoc-voc",11,"Never-married","White","Male",40,">50K"
"28471",54,"Private","11th",7,"Married-civ-spouse","White","Female",43,"<=50K"
"28472",49,"Private","12th",8,"Divorced","White","Female",40,"<=50K"
"28473",41,"Self-emp-not-inc","Assoc-voc",11,"Married-civ-spouse","White","Female",15,">50K"
"28474",48,"Federal-gov","HS-grad",9,"Married-civ-spouse","White","Male",40,">50K"
"28475",23,"Private","5th-6th",3,"Never-married","White","Female",12,"<=50K"
"28476",77,"Private","HS-grad",9,"Married-civ-spouse","White","Male",25,"<=50K"
"28477",19,"Private","Some-college",10,"Never-married","White","Female",20,"<=50K"
"28478",30,"Private","HS-grad",9,"Married-spouse-absent","White","Female",30,"<=50K"
"28479",41,"Self-emp-inc","Bachelors",13,"Married-civ-spouse","White","Male",55,">50K"
"28480",35,"Private","HS-grad",9,"Married-civ-spouse","White","Male",55,">50K"
"28481",20,"Private","Some-college",10,"Never-married","White","Female",40,"<=50K"
"28482",66,"Self-emp-inc","Bachelors",13,"Married-civ-spouse","White","Male",40,">50K"
"28483",49,"Private","HS-grad",9,"Never-married","White","Female",40,"<=50K"
"28484",52,"Private","Bachelors",13,"Married-civ-spouse","White","Male",45,">50K"
"28485",24,"Private","Masters",14,"Married-civ-spouse","White","Female",35,">50K"
"28486",50,"Private","HS-grad",9,"Married-civ-spouse","White","Male",15,"<=50K"
"28487",22,"Private","11th",7,"Never-married","White","Male",65,"<=50K"
"28488",19,"Private","Some-college",10,"Never-married","White","Male",20,"<=50K"
"28489",39,"Private","11th",7,"Never-married","White","Female",30,"<=50K"
"28490",45,"Private","Bachelors",13,"Married-civ-spouse","Asian-Pac-Islander","Male",38,"<=50K"
"28491",61,"Local-gov","Bachelors",13,"Divorced","White","Male",30,"<=50K"
"28492",45,"Private","Assoc-acdm",12,"Divorced","White","Male",55,"<=50K"
"28493",36,"Local-gov","Bachelors",13,"Married-civ-spouse","White","Male",40,"<=50K"
"28494",40,"Private","Masters",14,"Married-civ-spouse","White","Male",45,">50K"
"28495",38,"Private","HS-grad",9,"Married-civ-spouse","White","Male",50,"<=50K"
"28496",52,"Local-gov","Some-college",10,"Married-civ-spouse","Black","Male",40,"<=50K"
"28497",29,"Federal-gov","Assoc-voc",11,"Married-civ-spouse","White","Male",42,">50K"
"28498",33,"Private","HS-grad",9,"Never-married","White","Male",40,"<=50K"
"28499",40,"Self-emp-not-inc","Some-college",10,"Never-married","White","Male",40,"<=50K"
"28500",34,"Private","HS-grad",9,"Never-married","White","Male",55,"<=50K"
"28501",46,"Local-gov","Bachelors",13,"Divorced","Black","Male",50,">50K"
"28502",44,"Private","Masters",14,"Married-civ-spouse","White","Male",45,">50K"
"28503",19,"Private","HS-grad",9,"Never-married","White","Female",13,"<=50K"
"28504",44,"Private","HS-grad",9,"Married-civ-spouse","White","Female",40,">50K"
"28505",40,"Private","HS-grad",9,"Never-married","Amer-Indian-Eskimo","Male",40,"<=50K"
"28506",20,"Private","Some-college",10,"Never-married","White","Female",2,"<=50K"
"28507",24,"Private","Assoc-acdm",12,"Never-married","White","Male",30,"<=50K"
"28508",76,"Private","HS-grad",9,"Widowed","White","Male",17,"<=50K"
"28509",20,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"28510",33,"Private","Prof-school",15,"Never-married","White","Male",40,">50K"
"28511",31,"Private","Some-college",10,"Married-civ-spouse","White","Male",40,"<=50K"
"28512",33,"Private","HS-grad",9,"Divorced","White","Female",40,"<=50K"
"28513",19,"Private","HS-grad",9,"Never-married","White","Male",35,"<=50K"
"28514",29,"Private","Bachelors",13,"Never-married","White","Male",50,"<=50K"
"28515",30,"Private","HS-grad",9,"Married-civ-spouse","White","Male",45,"<=50K"
"28516",48,"Private","Masters",14,"Divorced","White","Male",50,">50K"
"28517",42,"Private","Bachelors",13,"Married-civ-spouse","White","Male",40,"<=50K"
"28518",37,"Private","11th",7,"Married-civ-spouse","White","Male",40,"<=50K"
"28519",54,"Self-emp-inc","HS-grad",9,"Married-civ-spouse","White","Male",60,">50K"
"28520",42,"Private","Assoc-acdm",12,"Married-civ-spouse","White","Male",42,">50K"
"28521",28,"Self-emp-not-inc","HS-grad",9,"Never-married","White","Female",28,"<=50K"
"28522",42,"Local-gov","Some-college",10,"Married-civ-spouse","White","Male",52,">50K"
"28523",60,"State-gov","Masters",14,"Married-civ-spouse","White","Female",40,">50K"
"28524",21,"Private","Assoc-voc",11,"Never-married","White","Female",40,"<=50K"
"28525",29,"Private","Some-college",10,"Never-married","White","Male",40,"<=50K"
"28526",43,"Private","Bachelors",13,"Married-civ-spouse","White","Male",40,">50K"
"28527",44,"Private","HS-grad",9,"Divorced","White","Male",38,"<=50K"
"28528",45,"Private","Bachelors",13,"Divorced","White","Female",35,">50K"
"28529",38,"Private","Some-college",10,"Never-married","Black","Female",40,"<=50K"
"28530",28,"Private","Some-college",10,"Married-civ-spouse","White","Male",50,">50K"
"28531",29,"Private","HS-grad",9,"Never-married","White","Female",40,"<=50K"
"28532",20,"Private","Some-college",10,"Never-married","White","Male",40,"<=50K"
"28533",49,"Self-emp-inc","Masters",14,"Married-civ-spouse","White","Male",40,">50K"
"28534",36,"Local-gov","Some-college",10,"Married-civ-spouse","White","Male",56,">50K"
"28535",40,"Self-emp-inc","Bachelors",13,"Married-civ-spouse","White","Male",50,">50K"
"28536",17,"Private","12th",8,"Never-married","White","Female",30,"<=50K"
"28537",45,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"28538",42,"Private","Some-college",10,"Never-married","White","Male",28,"<=50K"
"28539",29,"Private","Bachelors",13,"Never-married","Black","Female",40,"<=50K"
"28540",57,"Self-emp-not-inc","Bachelors",13,"Married-civ-spouse","White","Male",13,">50K"
"28541",23,"Private","Bachelors",13,"Never-married","White","Male",40,"<=50K"
"28542",20,"Private","Some-college",10,"Never-married","Black","Female",40,"<=50K"
"28543",23,"Private","HS-grad",9,"Never-married","White","Male",24,"<=50K"
"28544",39,"Private","HS-grad",9,"Never-married","White","Male",40,"<=50K"
"28545",34,"Private","Some-college",10,"Married-civ-spouse","White","Male",40,">50K"
"28546",43,"Self-emp-not-inc","Bachelors",13,"Never-married","White","Male",45,"<=50K"
"28547",25,"State-gov","Some-college",10,"Never-married","White","Male",40,"<=50K"
"28548",40,"Private","Some-college",10,"Married-civ-spouse","White","Male",60,"<=50K"
"28549",52,"Self-emp-not-inc","HS-grad",9,"Divorced","White","Male",25,"<=50K"
"28550",48,"Private","HS-grad",9,"Widowed","White","Female",36,"<=50K"
"28551",37,"Private","Assoc-voc",11,"Never-married","Black","Female",6,"<=50K"
"28552",36,"Private","HS-grad",9,"Married-civ-spouse","White","Male",50,"<=50K"
"28553",33,"Private","Assoc-voc",11,"Married-civ-spouse","White","Male",40,"<=50K"
"28554",36,"Local-gov","HS-grad",9,"Married-civ-spouse","White","Female",40,">50K"
"28555",24,"Private","Bachelors",13,"Never-married","White","Male",10,"<=50K"
"28556",42,"Local-gov","HS-grad",9,"Divorced","White","Male",40,"<=50K"
"28557",35,"Self-emp-inc","Assoc-acdm",12,"Never-married","White","Male",40,"<=50K"
"28558",40,"Federal-gov","HS-grad",9,"Divorced","White","Female",22,"<=50K"
"28559",50,"Self-emp-inc","Prof-school",15,"Married-civ-spouse","Asian-Pac-Islander","Male",40,"<=50K"
"28560",40,"Private","Masters",14,"Married-civ-spouse","White","Male",50,">50K"
"28561",22,"Private","HS-grad",9,"Never-married","Black","Male",40,"<=50K"
"28562",57,"Self-emp-inc","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"28563",51,"Local-gov","HS-grad",9,"Married-civ-spouse","White","Male",40,">50K"
"28564",61,"Federal-gov","HS-grad",9,"Never-married","White","Female",35,"<=50K"
"28565",71,"Private","HS-grad",9,"Widowed","White","Female",20,"<=50K"
"28566",47,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,">50K"
"28567",38,"Private","Bachelors",13,"Never-married","White","Female",45,"<=50K"
"28568",25,"Private","Bachelors",13,"Never-married","White","Male",65,"<=50K"
"28569",33,"Private","11th",7,"Married-civ-spouse","White","Male",50,"<=50K"
"28570",40,"State-gov","11th",7,"Divorced","White","Female",52,"<=50K"
"28571",29,"Private","HS-grad",9,"Married-civ-spouse","White","Female",40,"<=50K"
"28572",33,"Private","HS-grad",9,"Never-married","White","Male",40,"<=50K"
"28573",46,"Private","Some-college",10,"Never-married","Black","Female",36,"<=50K"
"28574",24,"Private","HS-grad",9,"Married-civ-spouse","White","Female",40,">50K"
"28575",28,"Private","Masters",14,"Never-married","Other","Male",30,"<=50K"
"28576",20,"Private","HS-grad",9,"Never-married","White","Male",40,"<=50K"
"28577",34,"Private","Some-college",10,"Divorced","White","Female",40,"<=50K"
"28578",34,"State-gov","Bachelors",13,"Married-civ-spouse","White","Male",55,"<=50K"
"28579",25,"Private","Some-college",10,"Never-married","Black","Female",40,"<=50K"
"28580",36,"Private","Bachelors",13,"Married-civ-spouse","White","Male",40,"<=50K"
"28581",61,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"28582",38,"Private","Some-college",10,"Separated","White","Female",58,"<=50K"
"28583",57,"Private","HS-grad",9,"Widowed","White","Female",25,"<=50K"
"28584",56,"Private","HS-grad",9,"Married-civ-spouse","White","Female",10,"<=50K"
"28585",24,"Private","Bachelors",13,"Never-married","White","Female",40,"<=50K"
"28586",60,"Private","Some-college",10,"Divorced","White","Female",48,"<=50K"
"28587",37,"Private","Some-college",10,"Married-civ-spouse","White","Male",50,"<=50K"
"28588",27,"Private","Some-college",10,"Married-civ-spouse","White","Male",40,">50K"
"28589",54,"Private","Some-college",10,"Separated","White","Male",28,"<=50K"
"28590",40,"Private","HS-grad",9,"Married-civ-spouse","Asian-Pac-Islander","Male",30,"<=50K"
"28591",18,"Private","12th",8,"Never-married","White","Male",15,"<=50K"
"28592",51,"Federal-gov","HS-grad",9,"Married-civ-spouse","White","Male",40,">50K"
"28593",40,"Self-emp-not-inc","Some-college",10,"Married-civ-spouse","White","Male",50,">50K"
"28594",64,"Federal-gov","HS-grad",9,"Married-civ-spouse","White","Male",8,"<=50K"
"28595",24,"Private","HS-grad",9,"Never-married","White","Female",40,"<=50K"
"28596",33,"Private","HS-grad",9,"Married-civ-spouse","Black","Female",38,"<=50K"
"28597",31,"Private","HS-grad",9,"Divorced","White","Female",40,"<=50K"
"28598",26,"Local-gov","HS-grad",9,"Married-civ-spouse","White","Male",40,">50K"
"28599",54,"Private","Bachelors",13,"Never-married","White","Female",40,">50K"
"28600",31,"Private","1st-4th",2,"Never-married","White","Male",37,"<=50K"
"28601",39,"Private","12th",8,"Married-spouse-absent","Black","Male",45,"<=50K"
"28602",22,"Private","Some-college",10,"Never-married","White","Male",40,"<=50K"
"28603",31,"Private","Some-college",10,"Never-married","White","Male",40,"<=50K"
"28604",68,"Private","5th-6th",3,"Separated","White","Male",12,"<=50K"
"28605",59,"Federal-gov","10th",6,"Divorced","White","Female",37,"<=50K"
"28606",35,"Self-emp-not-inc","HS-grad",9,"Married-civ-spouse","White","Male",45,"<=50K"
"28607",25,"Private","Bachelors",13,"Never-married","White","Male",40,"<=50K"
"28608",23,"Private","HS-grad",9,"Never-married","White","Male",40,"<=50K"
"28609",35,"Private","Some-college",10,"Divorced","White","Male",60,"<=50K"
"28610",17,"State-gov","10th",6,"Never-married","White","Male",30,"<=50K"
"28611",19,"Private","Some-college",10,"Never-married","White","Male",45,"<=50K"
"28612",53,"Private","Masters",14,"Married-civ-spouse","White","Male",55,">50K"
"28613",59,"Private","5th-6th",3,"Divorced","White","Female",40,"<=50K"
"28614",37,"Private","HS-grad",9,"Never-married","White","Female",37,"<=50K"
"28615",74,"Self-emp-not-inc","HS-grad",9,"Widowed","White","Male",20,"<=50K"
"28616",28,"Private","Some-college",10,"Never-married","White","Male",50,"<=50K"
"28617",40,"Private","Bachelors",13,"Never-married","White","Male",40,"<=50K"
"28618",30,"Private","Some-college",10,"Married-spouse-absent","White","Male",40,"<=50K"
"28619",20,"Private","Some-college",10,"Never-married","Black","Male",40,"<=50K"
"28620",80,"Private","Prof-school",15,"Married-civ-spouse","White","Male",35,">50K"
"28621",51,"Private","HS-grad",9,"Married-civ-spouse","Black","Male",40,"<=50K"
"28622",17,"Private","10th",6,"Never-married","White","Male",15,"<=50K"
"28623",37,"Federal-gov","Bachelors",13,"Married-civ-spouse","White","Male",40,"<=50K"
"28624",58,"Private","HS-grad",9,"Never-married","White","Male",40,"<=50K"
"28625",57,"Private","Some-college",10,"Married-civ-spouse","White","Male",40,"<=50K"
"28626",37,"Private","Some-college",10,"Divorced","White","Male",40,"<=50K"
"28627",23,"Federal-gov","Some-college",10,"Never-married","Amer-Indian-Eskimo","Male",40,"<=50K"
"28628",36,"Private","Bachelors",13,"Never-married","White","Female",32,"<=50K"
"28629",33,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"28630",30,"Private","Some-college",10,"Married-civ-spouse","White","Female",40,"<=50K"
"28631",30,"Private","HS-grad",9,"Never-married","White","Female",24,"<=50K"
"28632",41,"Private","Prof-school",15,"Married-civ-spouse","White","Male",65,">50K"
"28633",23,"Private","HS-grad",9,"Never-married","White","Male",40,"<=50K"
"28634",40,"Private","Prof-school",15,"Never-married","White","Female",50,">50K"
"28635",53,"Private","HS-grad",9,"Widowed","Black","Female",40,"<=50K"
"28636",31,"State-gov","Some-college",10,"Never-married","White","Male",13,"<=50K"
"28637",36,"Private","HS-grad",9,"Never-married","White","Male",40,"<=50K"
"28638",30,"Private","12th",8,"Divorced","White","Female",40,"<=50K"
"28639",44,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"28640",36,"Private","HS-grad",9,"Never-married","White","Male",40,"<=50K"
"28641",42,"Private","Assoc-acdm",12,"Married-civ-spouse","White","Male",40,">50K"
"28642",48,"Self-emp-not-inc","HS-grad",9,"Married-civ-spouse","White","Male",30,"<=50K"
"28643",22,"Private","Bachelors",13,"Never-married","White","Male",40,"<=50K"
"28644",38,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"28645",31,"Private","HS-grad",9,"Never-married","White","Male",50,"<=50K"
"28646",32,"Private","HS-grad",9,"Divorced","White","Male",40,"<=50K"
"28647",35,"Private","HS-grad",9,"Married-civ-spouse","Black","Male",40,"<=50K"
"28648",21,"Private","Some-college",10,"Never-married","White","Male",43,"<=50K"
"28649",26,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"28650",19,"Local-gov","HS-grad",9,"Never-married","Black","Female",40,"<=50K"
"28651",43,"Private","HS-grad",9,"Married-AF-spouse","Black","Female",42,">50K"
"28652",33,"Private","HS-grad",9,"Married-civ-spouse","White","Male",60,"<=50K"
"28653",30,"Private","Bachelors",13,"Never-married","White","Male",10,"<=50K"
"28654",52,"Private","10th",6,"Married-civ-spouse","White","Male",45,"<=50K"
"28655",38,"Local-gov","Bachelors",13,"Married-civ-spouse","White","Male",40,">50K"
"28656",28,"Private","Bachelors",13,"Married-civ-spouse","White","Male",46,">50K"
"28657",57,"Self-emp-not-inc","Assoc-acdm",12,"Married-civ-spouse","White","Male",40,"<=50K"
"28658",51,"Private","Bachelors",13,"Married-civ-spouse","White","Male",50,">50K"
"28659",50,"Private","9th",5,"Married-civ-spouse","White","Male",48,"<=50K"
"28660",32,"Private","Bachelors",13,"Married-civ-spouse","Asian-Pac-Islander","Male",50,">50K"
"28661",32,"Private","Bachelors",13,"Married-civ-spouse","White","Male",48,">50K"
"28662",37,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"28663",69,"Self-emp-not-inc","HS-grad",9,"Married-civ-spouse","White","Male",33,"<=50K"
"28664",37,"Private","Some-college",10,"Married-civ-spouse","White","Male",50,">50K"
"28665",36,"Private","Some-college",10,"Never-married","White","Male",40,"<=50K"
"28666",47,"Self-emp-not-inc","HS-grad",9,"Married-civ-spouse","White","Male",45,">50K"
"28667",63,"Private","10th",6,"Married-civ-spouse","White","Male",40,"<=50K"
"28668",21,"Private","Some-college",10,"Never-married","White","Male",65,"<=50K"
"28669",17,"Private","HS-grad",9,"Never-married","White","Male",35,"<=50K"
"28670",56,"Private","HS-grad",9,"Separated","White","Male",40,"<=50K"
"28671",90,"Local-gov","Assoc-acdm",12,"Married-civ-spouse","Asian-Pac-Islander","Male",20,"<=50K"
"28672",27,"Private","Some-college",10,"Divorced","White","Female",38,"<=50K"
"28673",38,"Private","HS-grad",9,"Divorced","White","Female",20,"<=50K"
"28674",33,"Private","Assoc-acdm",12,"Married-civ-spouse","White","Male",50,"<=50K"
"28675",26,"Private","HS-grad",9,"Never-married","White","Female",40,"<=50K"
"28676",20,"Private","Some-college",10,"Never-married","White","Female",35,"<=50K"
"28677",42,"Private","11th",7,"Married-civ-spouse","White","Male",40,"<=50K"
"28678",55,"Private","HS-grad",9,"Divorced","White","Female",40,"<=50K"
"28679",32,"State-gov","Some-college",10,"Married-civ-spouse","Black","Female",40,"<=50K"
"28680",66,"Private","Bachelors",13,"Married-civ-spouse","White","Male",40,">50K"
"28681",66,"Local-gov","Doctorate",16,"Divorced","White","Female",40,"<=50K"
"28682",49,"Private","Some-college",10,"Divorced","White","Female",40,"<=50K"
"28683",34,"Private","HS-grad",9,"Divorced","Black","Male",45,"<=50K"
"28684",38,"Private","Bachelors",13,"Married-civ-spouse","White","Male",50,">50K"
"28685",40,"Self-emp-inc","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"28686",22,"Federal-gov","Assoc-acdm",12,"Never-married","White","Male",20,"<=50K"
"28687",46,"Self-emp-not-inc","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"28688",29,"Private","HS-grad",9,"Married-civ-spouse","White","Male",50,"<=50K"
"28689",19,"Private","12th",8,"Never-married","Amer-Indian-Eskimo","Male",20,"<=50K"
"28690",37,"Local-gov","Bachelors",13,"Divorced","White","Female",35,"<=50K"
"28691",52,"Local-gov","Masters",14,"Never-married","White","Male",32,">50K"
"28692",27,"Private","Masters",14,"Never-married","White","Female",46,"<=50K"
"28693",52,"Private","HS-grad",9,"Married-civ-spouse","White","Female",40,"<=50K"
"28694",31,"Private","HS-grad",9,"Never-married","White","Male",40,"<=50K"
"28695",37,"Self-emp-inc","Some-college",10,"Married-civ-spouse","White","Male",50,">50K"
"28696",28,"Private","HS-grad",9,"Never-married","White","Male",40,"<=50K"
"28697",25,"Private","7th-8th",4,"Married-civ-spouse","White","Male",40,"<=50K"
"28698",31,"Private","Some-college",10,"Married-civ-spouse","White","Male",50,"<=50K"
"28699",29,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"28700",45,"Private","HS-grad",9,"Widowed","White","Female",35,"<=50K"
"28701",69,"Private","7th-8th",4,"Married-civ-spouse","White","Male",20,"<=50K"
"28702",50,"Private","11th",7,"Married-civ-spouse","Black","Male",40,"<=50K"
"28703",54,"State-gov","Doctorate",16,"Married-civ-spouse","White","Male",46,">50K"
"28704",17,"Private","9th",5,"Never-married","White","Female",20,"<=50K"
"28705",34,"Private","HS-grad",9,"Never-married","Asian-Pac-Islander","Male",35,">50K"
"28706",32,"Self-emp-not-inc","HS-grad",9,"Married-civ-spouse","White","Female",5,"<=50K"
"28707",23,"Private","Some-college",10,"Never-married","White","Male",40,"<=50K"
"28708",66,"Private","Bachelors",13,"Married-civ-spouse","White","Male",45,">50K"
"28709",61,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"28710",55,"Private","Some-college",10,"Divorced","White","Female",40,"<=50K"
"28711",24,"Private","HS-grad",9,"Never-married","White","Male",40,"<=50K"
"28712",30,"Private","HS-grad",9,"Divorced","White","Male",30,"<=50K"
"28713",49,"Private","Assoc-voc",11,"Divorced","White","Male",45,">50K"
"28714",56,"Self-emp-inc","HS-grad",9,"Married-civ-spouse","White","Male",50,">50K"
"28715",25,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"28716",49,"Private","Bachelors",13,"Divorced","White","Male",40,"<=50K"
"28717",58,"Private","Bachelors",13,"Married-civ-spouse","White","Male",40,">50K"
"28718",40,"Federal-gov","Bachelors",13,"Never-married","White","Male",40,"<=50K"
"28719",62,"Private","Masters",14,"Divorced","White","Female",45,"<=50K"
"28720",54,"Private","Bachelors",13,"Married-civ-spouse","White","Male",25,">50K"
"28721",34,"Self-emp-not-inc","Assoc-voc",11,"Never-married","White","Female",40,"<=50K"
"28722",18,"Private","10th",6,"Never-married","White","Male",30,"<=50K"
"28723",32,"Private","HS-grad",9,"Married-civ-spouse","Asian-Pac-Islander","Male",40,"<=50K"
"28724",22,"Local-gov","Bachelors",13,"Never-married","White","Female",35,"<=50K"
"28725",34,"State-gov","Bachelors",13,"Never-married","White","Male",48,"<=50K"
"28726",47,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"28727",19,"Private","Some-college",10,"Never-married","White","Female",40,"<=50K"
"28728",41,"Self-emp-inc","Some-college",10,"Married-civ-spouse","White","Male",55,">50K"
"28729",46,"Private","Some-college",10,"Married-civ-spouse","White","Female",40,"<=50K"
"28730",56,"Self-emp-not-inc","7th-8th",4,"Divorced","White","Male",20,"<=50K"
"28731",42,"Private","HS-grad",9,"Divorced","Black","Female",40,"<=50K"
"28732",25,"Private","Bachelors",13,"Never-married","White","Female",35,"<=50K"
"28733",42,"Private","HS-grad",9,"Married-civ-spouse","White","Male",50,"<=50K"
"28734",43,"Private","Bachelors",13,"Divorced","White","Female",40,">50K"
"28735",17,"Private","11th",7,"Never-married","White","Female",12,"<=50K"
"28736",57,"Self-emp-not-inc","7th-8th",4,"Married-civ-spouse","White","Male",40,">50K"
"28737",40,"Private","Masters",14,"Married-civ-spouse","White","Male",50,">50K"
"28738",62,"Local-gov","HS-grad",9,"Widowed","White","Female",40,"<=50K"
"28739",20,"Private","Some-college",10,"Never-married","White","Male",16,"<=50K"
"28740",47,"Private","Some-college",10,"Married-civ-spouse","White","Male",50,"<=50K"
"28741",40,"Private","Some-college",10,"Married-civ-spouse","White","Male",40,"<=50K"
"28742",44,"Private","HS-grad",9,"Married-civ-spouse","Asian-Pac-Islander","Female",40,">50K"
"28743",48,"Private","Bachelors",13,"Married-civ-spouse","White","Male",55,"<=50K"
"28744",39,"Self-emp-inc","Assoc-voc",11,"Married-civ-spouse","White","Male",60,">50K"
"28745",46,"Local-gov","Some-college",10,"Married-civ-spouse","Black","Male",40,">50K"
"28746",72,"Self-emp-inc","Prof-school",15,"Married-civ-spouse","White","Male",50,">50K"
"28747",53,"Private","HS-grad",9,"Married-civ-spouse","White","Male",30,"<=50K"
"28748",47,"Federal-gov","Some-college",10,"Married-civ-spouse","White","Male",40,">50K"
"28749",40,"Self-emp-not-inc","HS-grad",9,"Divorced","White","Male",45,"<=50K"
"28750",34,"Private","HS-grad",9,"Separated","Asian-Pac-Islander","Male",40,"<=50K"
"28751",41,"Private","HS-grad",9,"Never-married","White","Male",40,"<=50K"
"28752",41,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"28753",20,"Private","Some-college",10,"Never-married","White","Male",35,"<=50K"
"28754",42,"Self-emp-inc","1st-4th",2,"Married-civ-spouse","White","Male",60,"<=50K"
"28755",54,"Local-gov","Bachelors",13,"Never-married","White","Male",50,"<=50K"
